id,line,name,context,bg_img,img_left,img_right,bgm_index,sfx_name
10001,60,학생 2,예?.. 예!,Story05_bg_Gym,,Story01_char_Player_idle,,
10002,0,학부모 1,이 사람 맞네! ,Story05_bg_Gym,,Story01_char_Mom_idle,107,
10002,1,학부모 2,세상에 교장 선생님 제정신이야? 어쩜 저런 사기꾼을 감독 자리에 앉힐 생각을 해?,Story05_bg_Gym,,Story01_char_Mom_idle,,
10002,2,감독,혹시 무슨 일이시죠? 지금 학생들 수업 중이라 이렇게 막 들어오시면 안됩니다. 용건이 있으시면 교무실로 가시죠.,Story05_bg_Gym,Story01_char_Coach_imotion_04,,,
10002,3,학부모 1,어떻게 저런 사기꾼한테 애들을 맡겨? 저기요! 사기꾼 주제에. 애들이 뭘 보고 배우겠어! 뭐 승부 조작하는 방법?,Story05_bg_Gym,,Story01_char_Mom_idle,,
10002,4,학생 1,사기꾼이라니요! 저희 감독님 그럴 분 아니예요!,Story05_bg_Gym,,Story01_char_Player_idle,,
10002,5,학부모 2,"너희가 뭘 알겠어! 뉴스에도 나온 범죄자라고. 얘, 가방 싸서 빨리 나와!",Story05_bg_Gym,,Story01_char_Mom_idle,,
10002,6,감독,....,Story05_bg_Gym,Story01_char_Coach_imotion_02,,,
10002,7,이사장,이번에 학부모님들 사이에서 소문이 파다하더군요. ,Story06_bg_ChairmanOffice,,Story01_char_Chairman_idle,,
10002,8,이사장,xx년도 승부 조작범을 감독으로 앉혔다니. 학교 이미지가 바닥을 치고 있어요.,Story06_bg_ChairmanOffice,,Story01_char_Chairman_imotion_01,,
10002,9,이사장,항의 전화로 업무가 마비될 지경입니다.,Story06_bg_ChairmanOffice,,Story01_char_Chairman_imotion_01,,
10002,10,교장 선생님,"면목이 없습니다. 하지만 이사님, 현 감독님은 어느 선생님들보다 열정적으로 아이들을",Story06_bg_ChairmanOffice,Story01_char_Principal_imotion_03,,,
10002,11,이사장, 농구부는 이제 정리합시다.,Story06_bg_ChairmanOffice,,Story01_char_Chairman_idle,,412
10002,12,교장 선생님,네? 그래도 이제 막 아이들이 의욕을 보이기 시작했는데... 기회를 한 번 주심...,Story06_bg_ChairmanOffice,Story01_char_Principal_imotion_03,,,
10002,13,이사장,기회는 아무에게나 주는 게 아닙니다. 특히 이런 범죄자에게는 더더욱.,Story06_bg_ChairmanOffice,,Story01_char_Chairman_imotion_01,,
10002,14,교장 선생님,4강.,Story06_bg_ChairmanOffice,Story01_char_Principal_imotion_02,,,
10002,15,이사장,뭐라고요?,Story06_bg_ChairmanOffice,,Story01_char_Chairman_imotion_01,,
10002,16,교장 선생님,이번 전국 고등학교 농구 토너먼트에서 4강 안에 들겠습니다.,Story06_bg_ChairmanOffice,Story01_char_Principal_imotion_02,,,
10002,17,교장 선생님,"해서.. 그렇게 됐네, 감독.",Story04_bg_PrincipalOffice,Story01_char_Principal_idle,,108,
10002,18,감독,...,Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_03,,,
10002,19,교장 선생님,...,Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10002,20,감독,저 교장선생님? 저 질문 하나만 해도 되겠습니까?,Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_03,,,
10002,21,교장 선생님,무슨 질문인가?,Story04_bg_PrincipalOffice,,Story01_char_Principal_idle,,
10002,22,감독,혹시 전국 고등학교 농구 토너먼트가 어떤 대회인지 잘 모르시거죠? 동네 아이들이 히히덕거리며 대충 노는 그런 경기가 아니란 말입니다.,Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_03,,,
10002,23,교장 선생님,허허. 그게 상황이 급하다 보니...,Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10002,24,감독,"아직 학생들은 합도 맞지 않고, 저도 누군가를 가르쳐 본 적이 없단 말입니다! 그런데 4강이라니, 이건 그냥 감독직 관두란 소리 아닙니까?",Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_03,,,
10002,25,교장 선생님,자네가 사기꾼의 타이틀에서 벗어나려면 이 정도 미친 짓은 해야 사람들이 돌아봐 줄 것 아닌가.,Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10002,26,감독,전 못 합니다. ,Story04_bg_PrincipalOffice,Story01_char_coach_idle,,,
10002,27,교장 선생님,감독. 진짜 부탁하네. 이렇게 농구부가 사라지는 걸 학생들도 나도 원하지 않네.,Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10002,28,교장 선생님,그리고 또 예전에 선수단에서 몇 번 활동했으니 잘 할 거라 난 믿네.,Story04_bg_PrincipalOffice,,Story01_char_Principal_idle,,
10002,29,교장 선생님,딱 이번만 부탁하네. 승패가 어떻게 결정되든 책임을 묻지 않을테니 부탁하네.,Story04_bg_PrincipalOffice,,Story01_char_Principal_idle,,
10002,30,감독,진짜 제가 어떻게 하든 신경 안 쓰실거죠?,Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_02,,,
10002,31,교장 선생님,응? 그러지 그러지.,Story04_bg_PrincipalOffice,,Story01_char_Principal_idle,,
10002,32,감독,그럼 농구부는 야자부터 뺄 수 있게 해주세요!,Story04_bg_PrincipalOffice,Story01_char_coach_idle,,,
10002,33,교장 선생님,"아니, 아무리 그래도 그건. 이미 신청을 다들 해놔서.",Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10002,34,감독,다 때려 치워요! 그냥 안 하고 말지!,Story04_bg_PrincipalOffice,Story01_char_Coach_imotion_03,,,
10002,35,교장 선생님,아니 아닐세. 안 될 게 뭐 있겠나! 당장 그러하지.,Story04_bg_PrincipalOffice,,Story01_char_Principal_imotion_03,,
10003,0,나레이션,1년 간 열심히 훈련 시킨 결과가 나왔다.,Story07_bg_Stadium,,,102,
10003,1,나레이션,"모두가 원하는 결과가 되진 못하겠지만, 우리 팀은 그 목표치를 달성했다.",Story07_bg_Stadium,,,,
10003,2,학부모 1,..장하네.,Story07_bg_Stadium,,Story01_char_Mom_idle,,
10003,3,학부모 2,정말 이길줄은 몰랐는데 정말 감독을 믿어도 될 것 같기도 하고요.,Story07_bg_Stadium,,Story01_char_Mom_idle,,
10003,4,나레이션,처음부터 학생들이 자신들의 힘으로 승리를 하는 모습을 지켜보고 응원하는 학부모님들은 우리 편으로 돌아섰고.,Story07_bg_Stadium,,,,
10003,5,감독,"애들아!, 잘했다. 잘했어!",Story07_bg_Stadium,Story01_char_Coach_imotion_01,,,
10003,6,학생,감독님 그럼 이제 농구부 해체 안 하는거죠? 그렇죠?,Story07_bg_Stadium,,Story01_char_Player_idle,,
10003,7,나레이션,그들의 자녀들도 기합을 넣어 반짝이는 눈으로 우리 팀을 바라본다.,Story07_bg_Stadium,,,,
10003,8,감독,글쌔다. 역시 그렇겠지?,Story07_bg_Stadium,Story01_char_coach_idle,,,
10003,9,나레이션,이사장도 뭔가 바뀌진 않았을까?,Story07_bg_Stadium,,,,
10003,10,감독,....,Story06_bg_ChairmanOffice,Story01_char_Coach_imotion_03,,107,
10003,11,감독,진짜 자존심도 없으세요?,Story06_bg_ChairmanOffice,Story01_char_Coach_imotion_03,,,
10003,12,이사장,이번 한 번 4강 안에 들라고 약속 한 적은 없었습니다. ,Story06_bg_ChairmanOffice,,Story01_char_Chairman_imotion_01,,
10003,13,이사장,앞으로도 당연히 계속 4강 이내의 점수를 얻어야하지 않겠습니까?,Story06_bg_ChairmanOffice,,Story01_char_Chairman_idle,,
10003,14,이사장,계속 그 실적을 유지하세요. 못하겠다면 지금 당장 나가도 좋고요.,Story06_bg_ChairmanOffice,,Story01_char_Chairman_idle,,
10003,15,나레이션,화를 참고 네 자국이 남은 손으로 이사장실 밖으로 나온다.,Story08_bg_Hallway,,,,413
10003,16,감독,정말 이사장 빌어먹을. 아오!,Story08_bg_Hallway,Story01_char_Coach_imotion_03,,0,414
10003,17,나레이션,화를 내고 있는 도중 전화벨 소리가 울린다.,Story08_bg_Hallway,,,,415
10003,18,감독,"어, 형 오랜만이야. 무슨 일이야?",Story08_bg_Hallway,Story01_char_coach_idle,,,416
10003,19,매니저,얼른 핸드폰 열어봐! 지금 내가 보낸 거 봤어?,Story08_bg_Hallway,,Story01_char_Manager_idle,,
10003,20,감독,뭘? 보냈는데?,Story08_bg_Hallway,Story01_char_coach_idle,,,
10003,21,매니저,빨리 봐봐. 그 때 경기 직관했던 관객 한 명이 예전 폰 복구하다가 촬영한 영상을 올렸어.,Story08_bg_Hallway,,Story01_char_Manager_idle,102,
10003,22,매니저,거기 브로커들이 너한테 협조 안해준다고 욕하는 대화까지 싹 나왔다니까!,Story08_bg_Hallway,,Story01_char_Manager_idle,,
10003,23,매니저,심지어 심판 그 놈 비리도 까발려져서 이번에 논란 터졌다고! 지금 뉴스에 그 때 그 감독 영상만 나와!,Story08_bg_Hallway,,Story01_char_Manager_imotion_01,,
10003,24,매니저,너 다시 복귀할 수 있단 말이지!,Story08_bg_Hallway,,Story01_char_Manager_imotion_01,,
10003,25,나레이션,체육관 안 문틈 사이로 학생들이 다 지쳐가는 표정으로 농구 연습을 임하는 모습이 보인다.,Story08_bg_Hallway,,,,
10003,26,감독,그렇구나. 이제야 나왔네. 그게.,Story08_bg_Hallway,Story01_char_coach_idle,,,
10003,27,매니저,"지금 프로팀과 명문고에서 난리가 났어. 금액 단위 자체가 다르다니까. 이제 그런 낡은 학교에서 그만 시달리고,",Story08_bg_Hallway,,Story01_char_Manager_imotion_01,,
10003,28,감독,형.,Story08_bg_Hallway,Story01_char_Coach_imotion_02,,0,
10003,29,매니저,제대로 된 코트에서...! 어. 왜. 불렀어?,Story08_bg_Hallway,,Story01_char_Manager_idle,,
10003,30,감독,나는 말이지.,Story08_bg_Hallway,Story01_char_Coach_imotion_02,,,
10003,31,학생 회장,이어서 최우수 졸업생의 연설이 있겠습니다.,Story05_bg_Gym,,Story01_char_Player_idle,109,
10003,32,학생회장,모두 자리에서 일어서 박수로 축하해주세요.,Story05_bg_Gym,,Story01_char_Player_idle,,
10003,33,나레이션,학생들의 졸업식이 이렇게 빠르게 찾아올 줄 몰랐다. ,Story05_bg_Gym,,,,
10003,34,나레이션,이게 마지막이라니. 매번 찾아오는 끝이지만 익숙해지지 않는다.,Story05_bg_Gym,,,,
10003,35,교장선생님,"나는 감독님이 경기를 승리했지만, 여기보다 더 좋은 학교로 이전할 줄 알았습니다.",Story05_bg_Gym,,Story01_char_Principal_idle,,
10003,36,교장선생님,물론 감독님이 남아 계시다면 나로서 좋지만 더 좋은 조건들이 많았을텐데요.,Story05_bg_Gym,,Story01_char_Principal_idle,,
10003,37,감독,그러게요. 저도 그러고 싶었는데. 여기서 이렇게 학생을 가르치는 것도 나름 뿌듯함이 있더라고요.,Story05_bg_Gym,Story01_char_coach_idle,,,
10003,38,감독,학생들이 서로 고집부리고 힘들게 해도. ,Story05_bg_Gym,Story01_char_coach_idle,,,
10003,39,감독,시합 때만큼은 저를 따라 와주고 성과를 내주니까. ,Story05_bg_Gym,Story01_char_coach_idle,,,
10003,40,감독,그게 그저 좋더라고요.,Story05_bg_Gym,Story01_char_Coach_imotion_00,,,
10003,41,감독,그리고 여기 고집 쎈 이사장님을 이겨보고 싶기도 하고요.,Story05_bg_Gym,Story01_char_Coach_imotion_01,,,
10003,42,교장선생님,그런 선택을 해주심에 정말 감사합니다. 안 그래도 이번에 선생님이 계셔준 덕에 농구부가 유명해져서 이번에 신입생들이 많이 들어오더군요.,Story05_bg_Gym,,Story01_char_Principal_idle,,
10003,43,교장선생님,"덕분에 학생들의 성장에 많은 기회를 가져오고, 또 그들에게 도움을 줄 수 있게 되어  감사합니다. 앞으로도 잘 부탁드립니다. 감독님.",Story05_bg_Gym,,Story01_char_Principal_imotion_01,,
10003,44,학생 회장,이어서 교장선생님의 인삿말이 있겠습니다.,Story05_bg_Gym,,Story01_char_Player_idle,,
10003,45,나레이션,"교장 선생님은 나에게 인사를 건네고 앞으로 나가, 졸업생들에게 마지막 인사를 하러 가셨다.",Story05_bg_Gym,,,,
10003,46,나레이션,나는 이 학교에 남게 됐다.,none,,,0,
10003,47,나레이션,선수 생활이 그립지 않은 것도 그 영광이 그립지 않은 것이 아니다.,none,,,,
10003,48,나레이션,그저 내가 키운 이 학생들이 그 영광을 누려보았으면 싶은 마음이다.,none,,,,
10003,49,나레이션,그래 그런 마음이다.,none,,,,
10003,50,나레이션,내가 여기에 감독으로서 남는다.,none,,,,
